艦船ID,図鑑番号,艦名,読み,艦種,艦型,ソート順,改装前,改装後,改装Lv,改装弾薬,改装鋼材,改装設計図,カタパルト,戦闘詳報,新型航空兵装資材,改装段階,耐久初期,耐久最大,耐久結婚,耐久改修,火力初期,火力最大,雷装初期,雷装最大,対空初期,対空最大,装甲初期,装甲最大,対潜初期最小,対潜初期最大,対潜最大,対潜185最小,対潜185最大,回避初期最小,回避初期最大,回避最大,回避185最小,回避185最大,索敵初期最小,索敵初期最大,索敵最大,索敵185最小,索敵185最大,運初期,運最大,速力,射程,レア,スロット数,搭載機数1,搭載機数2,搭載機数3,搭載機数4,搭載機数5,初期装備1,初期装備2,初期装備3,初期装備4,初期装備5,建造時間,解体燃料,解体弾薬,解体鋼材,解体ボーキ,改修火力,改修雷装,改修対空,改修装甲,ドロップ文章,図鑑文章,搭載燃料,搭載弾薬,ボイス,リソース名,画像バージョン,ボイスバージョン,母港ボイスバージョン
181,181,"天津風","あまつかぜ",2,30,16091,0,316,20,100,120,0,0,0,0,0,18,37,22,24,10,29,28,79,22,53,7,25,26,26,54,78,78,48,48,89,124,124,8,8,19,28,28,18,59,10,1,6,3,0,0,0,0,0,2,14,34,-1,-1,30,1,1,6,0,1,1,1,1,"いい風きてる？<br>次世代型駆逐艦のプロトタイプ、<br>あたし、天津風の出番ね。","陽炎型駆逐艦九番艦の天津風です。<br>次世代の艦隊型駆逐艦のための新型高温高圧缶のテス<br>トベッドを務めたのよ。データはしっかりとって、島<br>風に渡したわ。幾多のピンチも頑張って乗り越えたの<br>よ。大変だったんだから！",20,20,1,"fdpybckruodj",55,5,627
182,182,"明石","あかし",19,49,7211,0,187,35,200,1500,0,0,0,0,0,39,48,44,46,4,14,0,0,10,24,7,19,0,0,0,0,0,8,8,29,47,47,1,1,5,8,8,10,39,5,1,6,3,0,0,0,0,0,86,39,-1,-1,-1,220,3,1,15,3,0,0,1,1,"工作艦、明石です。<br>少々の損傷だったら、私が泊地でばっちり直してあげますね。<br>お任せください！","連合艦隊唯一の工作艦、明石です。<br>トラック泊地に進出し、前線で損傷した艦艇の修理を<br>担当したわ。トラック泊地が壊滅するその日まで、前<br>線の艦隊を陰で支えたのよ。<br>よろしくね。",50,10,1,"kynputhclcdl",108,18,627
183,183,"大淀","おおよど",3,52,11051,0,321,35,320,400,0,0,0,0,0,34,47,39,41,24,48,0,39,18,62,19,34,0,0,39,72,72,35,35,70,100,100,24,24,80,128,128,24,69,10,2,6,3,0,6,6,0,0,5,71,25,-1,-1,80,4,2,14,2,1,0,2,2,"提督、軽巡大淀、戦列に加わりました。<br>艦隊指揮、運営はどうぞお任せください。","艦隊旗艦として特化設計された新鋭軽巡洋艦、大淀で<br>す。搭載予定の新型水偵の失敗や戦局の変化もあっ<br>て、連合艦隊旗艦としてはあまり活躍できなかった<br>の。でも、北号作戦や礼号作戦では活躍したのよ。私<br>も前線で、頑張りますね。",35,30,1,"uockopeurqdf",90,13,627
184,184,"大鯨","たいげい・りゅうほう",20,50,7051,0,185,25,450,700,1,0,0,0,0,39,55,44,46,5,15,0,0,16,36,15,37,0,0,0,0,0,24,24,39,52,52,24,24,48,68,68,20,59,5,1,4,3,2,3,3,0,0,10,92,-1,-1,-1,150,2,2,12,2,0,0,1,2,"こんにちわあ。潜水母艦大鯨です。<br>不束者ですが、よろしくお願い致します。","潜水母艦、大鯨です。<br>潜水艦隊旗艦機能と補給物資や水上偵察機を装備し<br>て、潜水艦作戦を支援します。いざという時は空母に<br>改装できる空母予備艦として設計されました。<br>頑張ります！",35,10,1,"xumujwygrmby",82,3,627
185,185,"龍鳳","たいげい・りゅうほう",7,51,4031,184,318,50,550,450,0,0,0,0,1,39,57,44,46,0,20,0,0,24,48,18,38,0,0,0,0,0,27,27,49,68,68,28,28,64,95,95,20,69,5,1,5,3,18,7,6,0,0,20,16,-1,-1,-1,160,2,3,13,4,0,0,2,2,"潜水母艦改装空母の龍鳳です。<br>航空母艦として、私、頑張ります！","潜水母艦改装空母の龍鳳です。<br>機関の換装の影響で速度は計画通りには出なかったけ<br>れど、このクラスの軽空母としては充実の飛行甲板と<br>兵装なんです。<br>空母龍鳳、精一杯頑張ります！",35,35,3,"bfsrsnqivpms",82,3,627
186,186,"時津風","ときつかぜ",2,30,16101,0,322,30,110,120,0,0,0,0,0,16,34,20,22,10,29,24,69,10,40,6,19,24,24,49,70,70,44,44,79,109,109,7,7,19,29,29,13,49,10,1,5,2,0,0,0,0,0,2,14,-1,-1,-1,24,1,1,6,0,0,1,0,1,"陽炎型駆逐艦十番艦。<br>時津風……出るよ。","陽炎型十番艦の時津風だよ。<br>雪風、初風、天津風とで第十六駆逐隊を編成、仲良く<br>色々と頑張ったんだよ。二水戦にもいたんだよ、ほん<br>とほんと。でも、制海権の無い海は…ちょっと嫌かな<br>ーって。",15,20,1,"dljghewzktat",14,14,627
187,187,"明石改","あかし",19,49,7212,182,0,0,0,0,0,0,0,0,1,45,58,51,53,6,24,0,0,16,36,9,27,0,0,0,0,0,10,10,39,64,64,2,2,6,9,9,12,49,5,1,7,4,0,0,0,0,0,86,10,39,-1,-1,150,3,2,16,3,0,0,1,1,"工作艦、明石です。<br>少々の損傷だったら、私が泊地でばっちり直してあげますね。<br>お任せください！","連合艦隊唯一の工作艦、明石です。<br>トラック泊地に進出し、前線で損傷した艦艇の修理を<br>担当したわ。トラック泊地が壊滅するその日まで、前<br>線の艦隊を陰で支えたのよ。<br>よろしくね。",55,15,3,"scobmrrdbmsw",109,19,627
188,188,"利根改二","とね",6,31,9056,273,0,0,0,0,0,0,0,0,2,59,72,66,68,46,78,32,82,32,84,48,80,0,0,0,0,0,42,42,83,118,118,36,36,93,142,142,15,77,10,2,7,4,2,2,9,6,0,50,30,79,-1,-1,90,5,8,18,5,3,1,3,2,"吾輩が利根である！<br>吾輩が艦隊に加わる以上、もう、索敵の心配はないぞ！","日本海軍が完成させた最後の重巡、<br>利根型の長女、利根だ。<br>真珠湾、そして痛恨のミッドウェーでも、艦隊の眼と<br>して縦横無尽の活躍なのじゃ。最期は呉鎮守府を守る<br>浮き砲台として刀折れ矢尽きるまで戦ったぞ。",50,65,1,"rjggwwmmppth",31,12,627
189,189,"筑摩改二","ちくま",6,31,9066,274,0,0,0,0,0,0,0,0,2,58,72,65,67,46,79,33,83,33,85,48,79,0,0,0,0,0,42,42,80,113,113,30,30,94,149,149,14,70,10,2,7,4,2,2,9,6,0,50,30,79,-1,-1,90,5,8,18,5,3,1,3,2,"はじめまして、利根型２番艦、筑摩と申します。","筑摩です。<br>連装主砲4基を前甲板に集中させ、充実した索敵水偵<br>を搭載した利根型重巡洋艦２番艦です。<br>生まれは長崎よ。利根姉さんと一緒に、あの南雲機動<br>部隊の、大切な眼の役目を務めたの。",50,65,1,"ilnimhfcivpt",31,12,627
190,118,"初風","はつかぜ",2,30,16071,0,300,20,100,100,0,0,0,0,0,16,34,20,22,10,29,24,69,9,39,6,19,24,24,49,70,70,45,45,79,108,108,6,6,19,30,30,10,49,10,1,4,2,0,0,0,0,0,2,39,-1,-1,-1,24,1,1,6,0,0,1,0,1,"初風です、よろしく。<br>提督さんにとって私は何人目の私かしら？","陽炎型駆逐艦、初風よ。ブーゲンビルで妙高姉さんと<br>ぶつかって、艦首をばっさり切断…で、航行不能に<br>なったところを集中砲火くらって…怖い…怖すぎる妙<br>高姉さん…",15,20,3,"rwqqgmxpdwbu",34,15,627
191,123,"伊19","い19",13,39,22231,0,401,50,200,140,0,0,0,0,0,14,19,18,19,2,9,36,79,0,0,4,18,0,0,0,0,0,12,12,36,56,56,10,10,39,64,64,12,49,5,1,4,1,0,0,0,0,0,-1,-1,-1,-1,-1,22,1,2,2,1,0,2,0,0,"素敵な提督で嬉しいのね。<br>伊十九なの。そう、イクって呼んでもいいの！","潜水艦、伊一九よ。うん、イク。正規空母ワスプを自<br>慢の酸素魚雷で仕留めたの。さらにずーっと先を航行<br>していた戦艦や駆逐艦にも命中したの。海のスナイパ<br>ー、イクさんの活躍、ずーっと覚えていてなの…ね。",10,20,3,"jdsszkolhitg",8,11,627
192,192,"那智改二","なち",5,29,8066,266,0,0,0,0,0,0,0,0,2,56,71,63,65,50,81,34,85,33,83,48,78,0,0,0,0,0,44,44,83,116,116,20,20,63,100,100,18,71,10,2,6,4,2,2,4,4,0,90,90,15,-1,-1,80,4,7,20,2,3,1,2,2,"貴様が司令官か。<br>私は那智。よろしくお願いする。","生れは呉海軍工廠。妙高型重巡２番艦の私は、上海事<br>変にも警備出動したぞ。<br>太平洋戦線では第五艦隊の旗艦として、暴れまわった<br>さ。<br>敵艦載機？　ああ、あれは少し苦手だな。",45,75,1,"bpegnatlfibc",14,14,627
193,193,"足柄改二","あしがら",5,29,8076,267,0,0,0,0,0,0,0,0,2,56,71,63,65,53,84,34,84,26,77,47,79,0,0,0,0,0,44,44,85,120,120,17,17,57,91,91,20,75,10,2,6,4,2,2,4,4,0,90,90,90,-1,-1,80,4,7,20,2,3,1,2,2,"足柄よ。砲雷撃戦が得意なの。<br>ふふ、よろしくね。","私、足柄が英国の観艦式に参加した時のことよ。<br>まるで「飢えた狼のよう」と評価されたの。<br>当然よね！この精悍なボディ！<br>え？それは色気がないって嫌味じゃないかって？<br>そんなことあるわけ…ナイじゃない！",45,75,3,"bxbyaifmqdxk",14,14,627
194,194,"羽黒改二","はぐろ",5,29,8086,268,0,0,0,0,0,0,0,0,2,57,71,64,66,52,85,34,84,24,76,47,78,0,0,0,0,0,45,45,86,121,121,18,18,58,92,92,19,76,10,2,5,4,2,2,4,4,0,90,90,28,-1,-1,80,4,7,20,2,3,1,2,2,"妙高型重巡洋艦、羽黒です。<br>皆さんと共に、全力で戦線を支えます！","長崎で生まれたの。<br>スラバヤ沖海戦、珊瑚海海戦、ミッドウェー海戦、第<br>二次ソロモン海戦、マリアナ海戦など数々の海戦に参<br>加しました。<br>あの…頑張ります！",45,75,1,"ecwgnneuzbcv",14,15,627
195,195,"綾波改二","あやなみ",2,1,14116,207,0,0,0,0,0,0,0,0,2,32,54,37,39,17,75,30,89,16,52,15,54,25,25,63,96,96,50,50,90,124,124,13,13,49,80,80,40,84,10,1,6,3,0,0,0,0,0,63,101,74,-1,-1,20,1,2,10,0,2,2,1,1,"ごきげんよう。<br>特型駆逐艦、綾波と申します。","特型駆逐艦、綾波です。<br>改良吹雪型の１番艦なんです。<br>第三次ソロモン海海戦では、駆逐艦一隻としては、特<br>別な大活躍をお見せしました。頑張ります！",15,20,3,"tiqezicxwpry",31,35,627
196,196,"飛龍改二","ひりゅう",11,25,2046,280,0,0,0,0,0,0,0,0,2,67,89,74,76,0,69,0,0,33,82,37,76,0,0,0,0,0,40,40,87,127,127,52,52,89,121,121,53,98,10,1,8,4,18,36,25,4,0,96,97,93,-1,-1,250,10,14,32,11,0,0,4,5,"航空母艦、飛龍です。<br>空母戦ならお任せ！どんな苦境でも戦えます！","飛龍型航空母艦、飛龍です。<br>…ん？蒼龍型改じゃないかって？いいじゃん、そんな<br>こと。それより、索敵は大切にねッ。<br>空母戦は先手必勝！慢心はダメ、ゼッタイ。<br>慎重に、そして、大胆に戦い抜こうよ！",70,75,3,"gbxvfsrqbyxg",16,17,627
197,197,"蒼龍改二","そうりゅう",11,17,2036,279,0,0,0,0,0,0,0,0,2,67,89,74,76,0,65,0,0,34,84,36,75,0,0,0,0,0,36,36,75,108,108,55,55,93,126,126,17,68,10,1,8,4,18,35,23,7,0,96,99,98,61,-1,250,10,14,32,11,0,0,4,5,"航空母艦、蒼龍です。<br>空母機動部隊を編制するなら、私もぜひ入れてね！","航空母艦、蒼龍です。<br>真珠湾攻撃から始まって、緒戦の重要な戦いに、主力<br>空母の一隻として参加しました。<br>え？なに、ミッドウェー？なにそれ、美味しいの？",70,75,3,"mwlzgwdjlpxx",36,19,627
198,198,"霰改二","あられ",2,18,15256,252,0,0,0,0,0,0,0,0,2,31,53,36,38,16,66,32,87,20,63,14,53,33,33,81,122,122,46,46,91,130,130,11,11,53,89,89,15,68,10,1,6,3,0,0,0,0,0,266,15,68,-1,-1,22,1,2,10,0,2,2,1,1,"","霰は、マル２計画で建造された最後の駆逐艦…。<br>朝潮型シリーズの…最終艦でも…あるの…。<br>この後は…陽炎型だから…",15,20,1,"wewrcinqshhk",25,28,627
199,199,"大潮改二","おおしお",2,18,15186,249,0,0,0,0,0,0,0,0,2,31,53,36,38,17,67,33,90,20,62,14,51,26,26,64,97,97,47,47,90,127,127,12,12,54,90,90,17,69,10,1,6,3,0,0,0,0,0,63,15,68,-1,-1,22,1,2,10,0,2,2,1,1,"駆逐艦、大潮です～！<br>小さな体に大きな魚雷！　お任せください。","朝潮型駆逐艦の２番艦、大潮です！<br>各戦線で活躍した後、あのガダルカナル島撤収作戦に<br>も3回出動しました。<br>支えてみせます！",15,20,1,"jqqkmitxodgw",26,32,627
200,200,"阿武隈改二","あぶくま",3,20,10136,290,0,0,0,0,0,0,0,0,2,45,61,51,53,16,56,34,94,35,78,29,68,48,48,82,111,111,45,45,83,116,116,16,16,60,98,98,20,74,10,1,7,3,1,1,1,0,0,91,106,68,-1,-1,75,2,2,10,0,1,2,2,2,"こ、こんにちは、軽巡、阿武隈です。","長良型軽巡洋艦の阿武隈です。<br>はい…正直いって、北上さんは苦手です。なに、あの<br>人…でも、艦首もきれいに直して頑張りました！<br>潮ちゃんも…ありがとね…。",25,35,3,"qjkjyqhsvcpx",23,16,627
201,1301,"吹雪改","ふぶき",2,12,14012,9,426,70,270,230,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,89,89,45,45,89,127,127,7,7,39,66,66,12,49,10,1,4,3,0,0,0,0,0,297,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"はじめまして吹雪です。<br>よろしくお願い致します。","ワシントン条約制限下で設計された、世界中を驚愕さ<br>せたクラスを超えた特型駆逐艦の１番艦、吹雪です。<br>私たちは、後の艦隊型駆逐艦のベースとなりました。<br>はいっ、頑張ります！",15,20,3,"dufziinsornt",54,26,627
202,1302,"白雪改","しらゆき",2,12,14022,10,986,77,380,270,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,89,89,45,45,89,127,127,7,7,39,66,66,12,49,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"白雪です。<br>よろしくお願いします。","特型駆逐艦、２番艦、白雪です。<br>緒戦の数々の作戦に参加しました。<br>その後、増援の部隊を輸送する第八十一号作戦に護衛<br>隊旗艦として参加致しました。",15,20,3,"kkpwecgmftci",21,19,627
203,1303,"初雪改","はつゆき",2,12,14032,32,987,78,390,330,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,89,89,45,45,89,127,127,7,7,39,66,66,12,49,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"初雪……です……よろしく。","特型駆逐艦…３番艦…初雪…です。<br>緒戦の作戦に…いっぱい参加しました…。<br>輸送任務とかも…ん…がんばる……。",15,20,3,"sejqtlkfjwkc",19,21,627
204,1304,"深雪改","みゆき",2,12,14042,11,959,88,390,390,1,0,0,0,1,30,49,35,37,12,51,28,79,15,49,13,49,24,24,59,89,89,45,45,89,127,127,7,7,42,72,72,12,49,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"深雪だよ。<br>よろしくな！","特型駆逐艦４番艦の深雪さまだよ！<br>演習中に他の駆逐艦とぶつかって事故っちゃったこと<br>もあるんだ。<br>まー、でもやるときゃやるぜ。みてなって！",15,20,3,"zlshfpystoqp",61,13,627
205,1305,"叢雲改","むらくも",2,12,14052,33,420,70,250,210,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,89,89,45,45,89,127,127,7,7,39,66,66,12,49,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"あんたが司令官ね。<br>ま、せいぜい頑張りなさい！","特型駆逐艦、５番艦の叢雲よ。<br>え、知らないって？　全く、ありえないわね。<br>南方作戦や、古鷹の救援、数々の作戦に参加した名艦<br>の私を知らないって、あんた、もぐりでしょ！",15,20,3,"rmcvsljwdyur",38,17,627
206,1306,"磯波改","いそなみ",2,12,14092,12,666,82,340,410,1,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,89,89,45,45,89,127,127,7,7,39,66,66,12,49,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"あ、あの…磯波と申します。<br>よろしくお願いいたします。","特型駆逐艦９番艦の磯波です。<br>数々の作戦に参加したんですけど、中破してからは、<br>後方で海上護衛や哨戒活動に従事していました。<br>頑張ります。",15,20,1,"olkahitypycq",14,12,627
207,1307,"綾波改","あやなみ",2,1,14112,13,195,70,280,200,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,89,89,45,45,89,127,127,7,7,39,66,66,12,49,10,1,4,3,0,0,0,0,0,63,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"ごきげんよう。<br>特型駆逐艦、綾波と申します。","特型駆逐艦、綾波です。<br>改良吹雪型の１番艦なんです。<br>第三次ソロモン海海戦では、駆逐艦一隻としては、特<br>別な大活躍をお見せしました。<br>頑張ります！",15,20,1,"sgpilzypnejy",31,35,627
208,1308,"敷波改","しきなみ",2,1,14122,14,627,80,380,200,0,0,0,0,1,30,49,35,37,12,49,28,79,15,49,13,49,24,24,59,89,89,45,45,89,127,127,7,7,39,66,66,12,49,10,1,4,3,0,0,0,0,0,3,13,-1,-1,-1,20,1,2,10,0,1,1,1,1,"アタシの名は敷波。<br>以後よろしく。","特Ⅱ型駆逐艦２番艦の敷波。よろしく。<br>ミッドウェーやソロモンの海戦に参加した後、船団護<br>衛を務めたよ。<br>海上護衛戦は結構大変だよ…大事だし…。",15,20,1,"epjlpvhwcjvw",61,14,627
209,1309,"金剛改","こんごう",8,6,1012,78,149,75,2400,2400,0,0,0,0,1,75,89,83,85,72,94,0,0,28,79,67,89,0,0,0,0,0,35,35,69,98,98,15,15,49,78,78,12,69,10,3,6,4,3,3,3,3,0,8,12,10,-1,-1,240,10,14,33,3,4,0,2,3,"英国で生まれた帰国子女の金剛デース。<br>ヨロシクオネガイシマース！","超弩級戦艦として建造技術導入を兼ねて英国ヴィッカ<br>ース社で建造された、金剛デース！<br>太平洋戦域でも持前の高速力を活かして、大活躍デー<br>ス！<br>期待してネ！",90,120,3,"fxypdctjnicq",20,37,627
210,1310,"比叡改","ひえい",8,6,1022,86,150,75,2400,2400,0,0,0,0,1,75,89,83,85,72,94,0,0,28,79,67,89,0,0,0,0,0,35,35,69,98,98,15,15,49,78,78,12,69,10,3,6,4,3,3,3,3,0,8,12,10,-1,-1,240,10,14,33,3,4,0,2,3,"金剛お姉さまの妹分、比叡です。<br>経験を積んで、姉さまに少しでも近づきたいです。","井上提督も愛した巡洋戦艦、比叡です。<br>ぴかぴかに肌を磨いて、御召艦としても活躍したの。<br>大和型のテスト艦にもなったのよ、知ってた？<br>え？ソロモン海戦？そうよ、奮闘したわ！",90,120,3,"iatmdvvwlngq",15,33,627
211,1311,"榛名改","はるな",8,6,1032,79,151,80,2400,2400,0,0,0,0,1,75,89,83,85,72,94,0,0,28,79,67,89,0,0,0,0,0,35,35,69,98,98,15,15,49,78,78,20,69,10,3,6,4,3,3,3,3,0,8,12,10,-1,-1,240,10,14,33,3,4,0,2,3,"高速戦艦、榛名、着任しました。<br>あなたが提督なのね？　よろしくお願い致します。","高速の巡洋戦艦、榛名です。<br>国産の四一式36センチ砲を装備しました。<br>呉鎮守府の江田島で最後まで空を睨んで奮戦したわ。<br>高速戦艦四姉妹で最期まで、戦い抜いた榛名のこと、<br>覚えていてね。",90,120,3,"nolhhoujolpc",63,35,627
212,1312,"霧島改","きりしま",8,6,1042,85,152,75,2400,2400,0,0,0,0,1,75,89,83,85,72,94,0,0,28,79,67,89,0,0,0,0,0,35,35,69,98,98,15,15,49,78,78,12,69,10,3,6,4,3,3,3,3,0,8,12,10,-1,-1,240,10,14,33,3,4,0,2,3,"マイク音量大丈夫…？チェック、1，2……。<br>よし。はじめまして、私、霧島です。","霧島です。姉妹艦の榛名には、頭脳は負けないわよ？<br>純国産高速戦艦として、奮戦するんだからっ！<br>現代の海自イージス艦にもその名は受け継がれたの。",90,120,3,"kexwyrcqjxfs",14,34,627
213,1313,"天龍改","てんりゅう",3,21,10012,51,477,84,480,360,0,0,0,0,1,40,54,46,48,20,59,24,79,12,49,28,59,24,24,69,108,108,42,42,79,111,111,10,10,49,82,82,12,59,10,2,4,3,0,0,0,0,0,4,10,15,-1,-1,60,1,1,8,0,1,1,1,2,"オレの名は天龍。<br>フフフ、怖いか？","天龍型１番艦、天龍だ。<br>駆逐艦を束ねて、殴り込みの水雷戦隊を率いるぜ。<br>相棒は、同型艦の龍田だ。<br>あいつ、ちゃんとやってるかな？ま、いいけどな。",25,25,1,"wjcrloeyiyxw",32,13,627
214,1314,"龍田改","たつた",3,21,10022,52,478,80,420,380,0,0,0,0,1,40,54,46,48,20,59,24,79,12,49,28,59,24,24,69,108,108,42,42,79,111,111,10,10,49,82,82,12,59,10,2,4,3,0,0,0,0,0,4,10,15,-1,-1,60,1,1,8,0,1,1,1,2,"初めまして、龍田だよ。<br>天龍ちゃんがご迷惑かけてないかなあ～。","軽巡洋艦、天龍型２番艦の龍田よ。<br>生まれは佐世保なの。<br>天龍ちゃんがみんなに迷惑かけてない？心配よね～。<br>え？私？私は潜水艦が、ちょっと鬼門だわ～。",25,25,1,"chmytqkkilrv",32,13,627
